JUDET,UAT,COD SIRUTA,NR. Birou electoral,Nr SV,Sediu SV,Adresa SV,Adresa SV descriptivă,Localitate componentă / Sat aparţinător,Cod Arteră,Arteră,Număr imobil / Alfabetic,Observaţii
B,BUCUREŞTI SECTORUL 1,179141,42,29,ŞCOALA GIMNAZIALĂ ”NICOLAE GRIGORESCU”,"Loc. BUCUREŞTI SECTORUL 1,  Strada Coralilor , Nr. 1",Str - CORALILOR - 1; CP 013326,BUCUREŞTI SECTORUL 1,56945,Strada Bumbeşti,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57009,Strada Calcarului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57246,Strada Câineni (Strada Cîineni),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57307,Intrarea Cireşoaia,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57308,Strada Cireşoaia,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57474,Strada Coralilor,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57655,Strada Dăeni,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57971,Strada Elocinţei,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62433,Drumul Hulubeşti,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,30,ŞCOALA GIMNAZIALĂ ”NICOLAE GRIGORESCU”,"Loc. BUCUREŞTI SECTORUL 1,  Strada Coralilor , Nr. 1",Str - CORALILOR - 1; CP 013326,BUCUREŞTI SECTORUL 1,58994,Bulevardul Luptătorilor,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59361,Intrarea Moviliţei,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59362,Strada Moviliţei,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59440,Strada Nataţiei,numere impare nr. 57 -501# numere pare nr. 46 -500#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59456,Strada Neajlovului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59458,Intrarea Neatârnării (Intrarea Neatîrnării),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59581,Strada Oinei,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59602,Strada Omului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59718,Strada Parapetului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59859,Strada Piatra Morii,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,31,ŞCOALA GIMNAZIALĂ ”NICOLAE GRIGORESCU”,"Loc. BUCUREŞTI SECTORUL 1,  Strada Coralilor , Nr. 1",Str - CORALILOR - 1; CP 013326,BUCUREŞTI SECTORUL 1,58066,Strada Feldioara,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58259,Strada Garofiţei,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61402,Intrarea Gheorghe Vâlceanu (Intrarea Gheorghe Vîlceanu),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58369,Bulevardul Gloriei,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57545,Strada Mihai Crăciun (Intrarea Mihai Crăciun),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60345,Strada Robăneşti,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60460,Strada Sălătruc,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62371,Aleea Scroviştea,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62372,Aleea Snagov,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60827,Strada Steluţei,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60840,Strada Stindardului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,32,ȘCOALA GIMNAZIALĂ nr. 6 - Apicultorilor Sală Sport,"Loc. BUCUREŞTI SECTORUL 1,  Bulevardul Apicultorilor , Nr. 1",,BUCUREŞTI SECTORUL 1,62375,Drumul Agatului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56378,Bulevardul Apicultorilor,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56467,Strada Atlasului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56477,Strada Automatizării,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56919,Şoseaua Bucureşti-Ploieşti,numere pare nr. 44 -84#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57268,Strada Câmpiniţa (Strada Cîmpiniţa),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57187,Strada Cerneşti,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57680,Strada Dărmăneşti,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58292,Strada Gheorghe Ştefan,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,33,ȘCOALA GIMNAZIALĂ nr. 6 - Apicultorilor Sală Sport,"Loc. BUCUREŞTI SECTORUL 1,  Bulevardul Apicultorilor , Nr. 1",,BUCUREŞTI SECTORUL 1,62210,Strada G-ral Ştefan Holban,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58589,Strada Iezeru,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62209,Strada Jandarmeriei (Şoseaua Prislop),numere impare nr. 5 -501# numere pare nr. 6 -500#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62373,Drumul Lăpuş,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62379,Drumul Marin Drăcea,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61655,Aleea Meteorologiei (Aleea Radiodifuziunii),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62377,Drumul Nicolae Şuţu,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62734,Drumul Opalului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59666,Strada Pădurii,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62149,Strada Petre S. Aurelian,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60139,Strada Jandarmeriei (Şoseaua Prislop) (D),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60214,Aleea Meteorologiei (Aleea Radiodifuziunii) (D),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60820,Drumul Stegarului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62681,Intrarea Stegarului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,34,ȘCOALA GIMNAZIALĂ nr. 6 - Apicultorilor Sală Sport,"Loc. BUCUREŞTI SECTORUL 1,  Bulevardul Apicultorilor , Nr. 1",,BUCUREŞTI SECTORUL 1,62137,Şoseaua Gheorghe Ionescu Siseşti,toate numerele din intervalul nr. 3 -220#,
B,BUCUREŞTI SECTORUL 1,179141,42,35,ȘCOALA GIMNAZIALĂ nr. 6 - Apicultorilor Sală Sport,"Loc. BUCUREŞTI SECTORUL 1,  Bulevardul Apicultorilor , Nr. 1",,BUCUREŞTI SECTORUL 1,62378,Drumul Eugen Brote,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62747,Drumul Gen. Constantin Malamuceanu (Drumul Constantin Malamuceanu),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62211,Strada Gen. Eraclie Arion (Strada G-ral Arion Eraclie),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62748,Drumul Gen. Gheorghe Negrescu (Drumul Gheorghe Negrescu),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62137,Şoseaua Gheorghe Ionescu Siseşti,toate numerele din intervalul nr. 221 -468#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59541,Bulevardul Oaspeţilor,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62248,Drumul Plaiu Câmpinei,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62249,Drumul Plaiu Cornului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62250,Drumul Plaiu Nucului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62251,Drumul Plaiu Şarului (Drumul Plaiu Sarului),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60300,Drumul Regimentului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60739,Drumul Soldaţilor,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61491,Strada Vorniceni,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,36,ŞCOALA GIMNAZIALĂ NR.6,"Loc. BUCUREŞTI SECTORUL 1,  Strada Constantin Dobrogeanu Gherea , Nr. 74",Str - CONSTANTIN DOBROGEANU GHEREA - 74; CP 013766,BUCUREŞTI SECTORUL 1,56243,Intrarea Aeronavei,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56485,Strada Avrămeni,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56639,Strada Baru Mare,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56890,Strada Brodina,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56893,Intrarea Broşteni,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58601,"Intrarea Cap. Ilinca Marin (Intrarea Cap. Marin Ilinca, Strada Cap. Marin Ilinca)",integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57327,Intrarea Ciucului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57805,Strada Constantin Dobrogeanu Gherea,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57598,Strada Criveşti,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57862,Intrarea Dragomirna,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58154,Intrarea Fosforului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58194,Intrarea Fulgerului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58263,Intrarea Găvana,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62701,Strada George Oprescu,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58360,Strada Glastrei,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58585,Intrarea Ierbarului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62702,Strada Ionel Jianou (Strada Ionel Jianu),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62702,Strada Ionel Jianou (Strada Ionel Jianu) (D),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,9105,Strada Ionel Jianu,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58795,Intrarea Lacul Suhaia,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59020,Strada Madrigalului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59139,Aleea Mateloţilor,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59153,Strada Meditaţiei,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59383,Intrarea Munţii Gutinului (Intrarea Munţii Gutiiului),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,37,ŞCOALA GIMNAZIALĂ NR.6,"Loc. BUCUREŞTI SECTORUL 1,  Strada Constantin Dobrogeanu Gherea , Nr. 74",Str - CONSTANTIN DOBROGEANU GHEREA - 74; CP 013766,BUCUREŞTI SECTORUL 1,58342,Strada Gârlei (Strada Gîrlei),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59419,Strada Muzicuţei,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59899,Strada Pârâul Rece (Strada Pîrîul Rece),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62700,Strada Petre Comărnescu (Strada Petru Comărnescu),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59960,Strada Podgoria,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59970,Strada Poemului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60281,Intrarea Răzeşu,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60286,Strada Recea (Intrarea Recea),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60293,Intrarea Redişoara (Strada Redişoara),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60348,Strada Rocadei,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60416,Intrarea Ruginiţa (Intrarea Ruginita),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60510,Strada Săvârşin (Strada Săvîrşin),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60745,Strada Someşul Rece (Strada Someşu Rece),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60885,Strada Studina,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58999,Strada Vasile Lupu,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61267,Intrarea Vădeni,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,38,UNIVERSITATEA DE ȘTIINȚE AGRONOMICE ȘI MEDICINĂ VETERINARĂ BUCUREȘTI,"Loc. BUCUREŞTI SECTORUL 1,  Bulevardul Mărăşti , Nr. 59",Bld. - MĂRĂȘTI - 59; CP.011464,BUCUREŞTI SECTORUL 1,56282,Strada Constantin Sandu-Aldea,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58249,Piaţa Gara Băneasa,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59089,Bulevardul Mărăşti,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59167,Strada Menuetului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62778,Piaţa Montreal,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59247,Strada Nicolae Minovici (Strada Dr. Niculae Minovici),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61907,Strada Parcului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59994,Bulevardul Poligrafiei,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62125,Piaţa Presei Libere (Piaţa Scînteii),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60869,"Aleea Primo Nebiolo (Strada Dr. Primo Nebiolo, Strada Ştrandului)",integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60370,Intrarea Româneşti,numere impare nr. 25 -25#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60531,Piaţa Presei Libere (Piaţa Scînteii) (D),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61888,Strada Tipografilor,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,39,UNIVERSITATEA DE ŞTIINŢE AGRONOMICE ŞI MEDICINĂ VETERINARĂ BUCUREŞTI,"Loc. BUCUREŞTI SECTORUL 1,  Bulevardul Mărăşti , Nr. 59",Bld - MĂRĂŞTI - 59; CP 011464,BUCUREŞTI SECTORUL 1,62199,Strada Alexandru Constantinescu (Strada Cîmpina),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61596,Strada Aviator Mircea Zorileanu,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57885,"Strada Căpitan Aviator Nicolae Drossu (Strada Căpitan Aviator Niculae Drossu, Strada Cpt. Nicolae Drossu, Strada Cpt. av. Niculae Drossu)",integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57885,"Strada Căpitan Aviator Nicolae Drossu (Strada Căpitan Aviator Niculae Drossu, Strada Cpt. Nicolae Drossu, Strada Cpt. av. Niculae Drossu) (D)",integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57265,Strada Alexandru Constantinescu (Strada Cîmpina) (D),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61636,Aleea Constantin Sandu-Aldea,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58025,Bulevardul Expoziţiei,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60835,"Strada Lt. Gheorghe Stâlpeanu (Strada Lt. Av. Gheorghe Stâlpeanu, Strada Lt. av. Gheorghe Stîlpeanu) (D)",integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60835,"Strada Lt. Gheorghe Stâlpeanu (Strada Lt. Av. Gheorghe Stâlpeanu, Strada Lt. av. Gheorghe Stîlpeanu)",integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59086,Strada Lt. Ion Mărăşescu (Strada Lt. av. Ion Mărăşescu),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57570,Strada Mr. Petre Creţu (Strada Av. Petre Creţu),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,40,DIRECŢIA PUBLICĂ DE EVIDENŢĂ A PERSOANEI ŞI STARE CIVILĂ SECT.1,"Loc. BUCUREŞTI SECTORUL 1,  Bulevardul Mareşal Alexandru Averescu (Bulevardul I. V. Miciurin) , Nr. 17",Bld - MAREŞAL ALEXANDRU AVERESCU - 17; CP 011454,BUCUREŞTI SECTORUL 1,61891,Piaţa Ion I.C. Brătianu - Arcul de Triumf (Piaţa Arcul de Triumf),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59189,Intrarea I. V. Miciurin,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60477,"Strada Maior Av. Ștefan Sănătescu (Strada Mr. Ştefan Sănătescu, Strada Maior Av. Ştefan Sănătescu)",integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62050,Bulevardul Mareşal Alexandru Averescu (Bulevardul I. V. Miciurin),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60477,"Strada Maior Av. Ștefan Sănătescu (Strada Mr. Ştefan Sănătescu, Strada Maior Av. Ştefan Sănătescu) (D)",integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,41,ŞCOALA GIMNAZIALĂ NR.7,"Loc. BUCUREŞTI SECTORUL 1,  Strada Neagoe Vodă , Nr. 11",Str - NEAGOE VODĂ - 11; CP 013961,BUCUREŞTI SECTORUL 1,56241,Bulevardul Aerogării,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56588,Strada Băneasa,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56919,Şoseaua Bucureşti-Ploieşti,numere impare nr. 1 -91# numere pare nr. 2 -42#,
B,BUCUREŞTI SECTORUL 1,179141,42,42,ŞCOALA GIMNAZIALĂ NR.7,"Loc. BUCUREŞTI SECTORUL 1,  Strada Neagoe Vodă , Nr. 11",Str - NEAGOE VODĂ - 11; CP 013961,BUCUREŞTI SECTORUL 1,58658,Bulevardul Ion Ionescu de la Brad,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62374,Drumul Muntele Găina,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59451,Strada Neagoe Vodă,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62239,Drumul Piscu Cerbului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60744,Aleea Someşu Rece (Aleea Someşul Rece),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,43,ŞCOALA GIMNAZIALĂ NR.7,"Loc. BUCUREŞTI SECTORUL 1,  Strada Neagoe Vodă , Nr. 11",Str - NEAGOE VODĂ - 11; CP 013961,BUCUREŞTI SECTORUL 1,56669,Strada Belizarie,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58415,Strada Graţioasă (Strada Graţioasa),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59113,Strada Marinarilor,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,44,COLEGIUL TEHNOLOGIC ”VIACESLAV HARNAJ”,"Loc. BUCUREŞTI SECTORUL 1,  Bulevardul Ficusului , Nr. 20-26",Bld - FICUSULUI - 20-26; CP 013974,BUCUREŞTI SECTORUL 1,62229,Strada Amiral Horia Măcelariu (Strada Horia Măcelariu),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62253,Strada Berca,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56696,Strada Biborţeni,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56702,Strada Bilciureşti (Strada Bîlciureşti),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,56702,Strada Bilciureşti (Strada Bîlciureşti) (D),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57053,Strada Cantonului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57093,Strada Cărbunarilor,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62136,Strada Cîmpul Pipera,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57965,Strada Eliberării,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58461,Strada Horia Măcelariu (Strada Gura Motrului) (D),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58505,Strada Heliului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59384,Intrarea Munţii Măcinului (D),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60150,Strada Proiectată (D),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60153,Strada Promoroacă (Strada Promoroaca),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60427,Strada Ruşcova,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60470,Strada Salubrităţii,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60661,Strada Simeria,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,45,COLEGIUL TEHNOLOGIC ”VIACESLAV HARNAJ”,"Loc. BUCUREŞTI SECTORUL 1,  Bulevardul Ficusului , Nr. 20-26",Bld - FICUSULUI - 20-26; CP 013974,BUCUREŞTI SECTORUL 1,56278,Strada George Valentin Bibescu (Strada Albotei) (D),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62368,Strada Aron Cotruş,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62326,Strada Elena Văcărescu (Şoseaua Nordului),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,57999,Intrarea Epistolei,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58173,Strada Frezorilor,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62365,Strada Grigore Gafencu,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59525,Strada Elena Văcărescu (Şoseaua Nordului) (D),numere impare nr. 85 -85#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62327,Şoseaua Nordului,numere impare nr. 85 -85# numere pare nr. 58 -140 B#,
B,BUCUREŞTI SECTORUL 1,179141,42,46,Colegiul Tehnologic ”Viaceslav Harnaj”,"Loc. BUCUREŞTI SECTORUL 1,  Bulevardul Ficusului , Nr. 20-26",,BUCUREŞTI SECTORUL 1,57065,Strada Căpriorilor,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62366,Strada Daniel Danielopolu,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58086,Bulevardul Ficusului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62427,Strada George Valentin Bibescu (Strada Albotei),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59563,Strada Ocna Sibiului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59786,Strada Pechea,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60418,Intrarea Ruguleţ,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61143,Strada Trifeşti,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61307,Strada Văliug,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61545,Intrarea Zăpada Mieilor (Strada Zăpada Mieilor),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61565,Strada Zeletin,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,47,ŞCOALA GIMNAZIALĂ ”HERĂSTRĂU”,"Loc. BUCUREŞTI SECTORUL 1,  Strada Borşa , Nr. 27",Str - BORŞA - 27; CP 014172,BUCUREŞTI SECTORUL 1,58364,Intrarea Gliei,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,58792,Intrarea Lacul Razelm,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59038,Intrarea Măguricea Nouă,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59192,Strada Micleşti,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59308,Intrarea Moigrad,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59403,Intrarea Murmurului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59446,Strada Năvodari,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62226,"Strada Nicolae G. Caranfil (Strada Nicolae G. Caramfil, Strada Şcoala Herăstrău) (D)",integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62226,"Strada Nicolae G. Caranfil (Strada Nicolae G. Caramfil, Strada Şcoala Herăstrău)",integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59515,Strada Nisipari,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62327,Şoseaua Nordului,numere impare nr. 1 -27# numere pare nr. 2 -56#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,59979,Intrarea Poiana,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61829,Aleea Priporului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60264,Intrarea Răşchiţa,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60743,Intrarea Solzilor,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60535,"Strada Nicolae G. Caranfil (Strada Nicolae G. Caramfil, Strada Şcoala Herăstrău) (D)",integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60534,Strada Şcoala Herăstrău (Intrarea Şcoala Herăstrău),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,60937,Strada Tăbliţei,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61091,Intrarea Tocului,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61226,Intrarea Undiţei,integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,61419,Intrarea Vârful Plaiului (Intrarea Vîrful Plaiului),integral#,
B,BUCUREŞTI SECTORUL 1,179141,42,,,,,,62367,Strada Virgil Madgearu,integral#,
